Parametre,Yıl,Yıllık Ortalama Toplam,Ay_Adı,Değer,Ay_Sayı,Tarih
2m Bağıl Nem,2000,60.33,Aralık,80.05,12,2000-12
2m Bağıl Nem,2001,57.07,Aralık,87.7,12,2001-12
2m Bağıl Nem,2002,61.92,Aralık,80.72,12,2002-12
2m Bağıl Nem,2003,59.62,Aralık,77.82,12,2003-12
2m Bağıl Nem,2004,56.89,Aralık,76.44,12,2004-12
2m Bağıl Nem,2005,58.56,Aralık,69.99,12,2005-12
2m Bağıl Nem,2006,58.82,Aralık,72.69,12,2006-12
2m Bağıl Nem,2007,56.92,Aralık,82.12,12,2007-12
2m Bağıl Nem,2008,56.68,Aralık,67.06,12,2008-12
2m Bağıl Nem,2009,61.66,Aralık,79.69,12,2009-12
2m Bağıl Nem,2010,58.03,Aralık,72.26,12,2010-12
2m Bağıl Nem,2011,63.86,Aralık,74.15,12,2011-12
2m Bağıl Nem,2012,61.7,Aralık,81.4,12,2012-12
2m Bağıl Nem,2013,57.87,Aralık,69.87,12,2013-12
2m Bağıl Nem,2014,58.86,Aralık,83.56,12,2014-12
2m Bağıl Nem,2015,62.58,Aralık,73.65,12,2015-12
2m Bağıl Nem,2016,54.39,Aralık,80.36,12,2016-12
2m Bağıl Nem,2017,58.54,Aralık,74.3,12,2017-12
2m Bağıl Nem,2018,58.76,Aralık,83.83,12,2018-12
2m Bağıl Nem,2019,60.87,Aralık,75.93,12,2019-12
2m Bağıl Nem,2020,56.82,Aralık,74.05,12,2020-12
2m Bağıl Nem,2021,56.02,Aralık,76.4,12,2021-12
2m Bağıl Nem,2022,59.55,Aralık,74.85,12,2022-12
2m Bağıl Nem,2023,56.7,Aralık,75.82,12,2023-12
2m Bağıl Nem,2024,57.69,Aralık,79.63,12,2024-12
2m Bağıl Nem,2025,17.78,Aralık,7.03,12,2025-12
2m Hava Sıcaklığı,1981,11.37,Aralık,4.36,12,1981-12
2m Hava Sıcaklığı,1982,10.1,Aralık,1.29,12,1982-12
2m Hava Sıcaklığı,1983,10.42,Aralık,2.97,12,1983-12
2m Hava Sıcaklığı,1984,11.14,Aralık,-0.15,12,1984-12
2m Hava Sıcaklığı,1985,11.11,Aralık,1.63,12,1985-12
2m Hava Sıcaklığı,1986,11.57,Aralık,1.2,12,1986-12
2m Hava Sıcaklığı,1987,10.95,Aralık,1.27,12,1987-12
2m Hava Sıcaklığı,1988,10.63,Aralık,1.74,12,1988-12
2m Hava Sıcaklığı,1989,11.23,Aralık,1.15,12,1989-12
2m Hava Sıcaklığı,1990,11.03,Aralık,2.91,12,1990-12
2m Hava Sıcaklığı,1991,11.07,Aralık,-1.12,12,1991-12
2m Hava Sıcaklığı,1992,9.21,Aralık,-2.12,12,1992-12
2m Hava Sıcaklığı,1993,10.65,Aralık,3.78,12,1993-12
2m Hava Sıcaklığı,1994,11.84,Aralık,-0.72,12,1994-12
2m Hava Sıcaklığı,1995,10.92,Aralık,0.8,12,1995-12
2m Hava Sıcaklığı,1996,11.49,Aralık,4.51,12,1996-12
2m Hava Sıcaklığı,1997,10.34,Aralık,2.25,12,1997-12
2m Hava Sıcaklığı,1998,11.9,Aralık,3.25,12,1998-12
2m Hava Sıcaklığı,1999,12.02,Aralık,4.38,12,1999-12
2m Hava Sıcaklığı,2000,10.71,Aralık,1.28,12,2000-12
2m Hava Sıcaklığı,2001,12.37,Aralık,1.51,12,2001-12
2m Hava Sıcaklığı,2002,11.03,Aralık,-1.81,12,2002-12
2m Hava Sıcaklığı,2003,11.15,Aralık,1.72,12,2003-12
2m Hava Sıcaklığı,2004,11.45,Aralık,0.83,12,2004-12
2m Hava Sıcaklığı,2005,11.37,Aralık,3.63,12,2005-12
2m Hava Sıcaklığı,2006,11.65,Aralık,0.2,12,2006-12
2m Hava Sıcaklığı,2007,11.99,Aralık,0.85,12,2007-12
2m Hava Sıcaklığı,2008,11.73,Aralık,1.9,12,2008-12
2m Hava Sıcaklığı,2009,11.46,Aralık,4.09,12,2009-12
2m Hava Sıcaklığı,2010,13.44,Aralık,5.8,12,2010-12
2m Hava Sıcaklığı,2011,10.3,Aralık,1.49,12,2011-12
2m Hava Sıcaklığı,2012,11.67,Aralık,2.74,12,2012-12
2m Hava Sıcaklığı,2013,11.6,Aralık,-0.72,12,2013-12
2m Hava Sıcaklığı,2014,12.66,Aralık,4.39,12,2014-12
2m Hava Sıcaklığı,2015,11.69,Aralık,0.15,12,2015-12
2m Hava Sıcaklığı,2016,12.13,Aralık,-2.64,12,2016-12
2m Hava Sıcaklığı,2017,11.84,Aralık,4.48,12,2017-12
2m Hava Sıcaklığı,2018,13.2,Aralık,2.05,12,2018-12
2m Hava Sıcaklığı,2019,12.1,Aralık,2.96,12,2019-12
2m Hava Sıcaklığı,2020,12.49,Aralık,3.65,12,2020-12
2m Hava Sıcaklığı,2021,12.06,Aralık,2.19,12,2021-12
2m Hava Sıcaklığı,2022,11.84,Aralık,4.69,12,2022-12
2m Hava Sıcaklığı,2023,12.98,Aralık,5.56,12,2023-12
2m Hava Sıcaklığı,2024,13.56,Aralık,3.43,12,2024-12
2m Hava Sıcaklığı,2025,17.78,Aralık,7.03,12,2025-12
2m Rüzgâr Hızı,1981,2.4,Aralık,3.24,12,1981-12
2m Rüzgâr Hızı,1982,2.18,Aralık,2.34,12,1982-12
2m Rüzgâr Hızı,1983,2.17,Aralık,1.9,12,1983-12
2m Rüzgâr Hızı,1984,2.16,Aralık,1.45,12,1984-12
2m Rüzgâr Hızı,1985,2.24,Aralık,1.93,12,1985-12
2m Rüzgâr Hızı,1986,2.05,Aralık,2.43,12,1986-12
2m Rüzgâr Hızı,1987,2.29,Aralık,2.11,12,1987-12
2m Rüzgâr Hızı,1988,2.19,Aralık,2.19,12,1988-12
2m Rüzgâr Hızı,1989,2.08,Aralık,1.86,12,1989-12
2m Rüzgâr Hızı,1990,2.11,Aralık,2.07,12,1990-12
2m Rüzgâr Hızı,1991,2.06,Aralık,2.6,12,1991-12
2m Rüzgâr Hızı,1992,2.08,Aralık,1.8,12,1992-12
2m Rüzgâr Hızı,1993,2.15,Aralık,1.88,12,1993-12
2m Rüzgâr Hızı,1994,2.17,Aralık,2.26,12,1994-12
2m Rüzgâr Hızı,1995,2.07,Aralık,1.66,12,1995-12
2m Rüzgâr Hızı,1996,2.03,Aralık,2.27,12,1996-12
2m Rüzgâr Hızı,1997,2.07,Aralık,2.34,12,1997-12
2m Rüzgâr Hızı,1998,2.09,Aralık,2.06,12,1998-12
2m Rüzgâr Hızı,1999,2.06,Aralık,2.11,12,1999-12
2m Rüzgâr Hızı,2000,2.14,Aralık,1.97,12,2000-12
2m Rüzgâr Hızı,2001,2.19,Aralık,2.9,12,2001-12
2m Rüzgâr Hızı,2002,1.96,Aralık,2.01,12,2002-12
2m Rüzgâr Hızı,2003,2.19,Aralık,2.26,12,2003-12
2m Rüzgâr Hızı,2004,2.22,Aralık,1.76,12,2004-12
2m Rüzgâr Hızı,2005,2.24,Aralık,2.01,12,2005-12
2m Rüzgâr Hızı,2006,2.08,Aralık,1.63,12,2006-12
2m Rüzgâr Hızı,2007,2.1,Aralık,1.91,12,2007-12
2m Rüzgâr Hızı,2008,2.09,Aralık,1.79,12,2008-12
2m Rüzgâr Hızı,2009,2.24,Aralık,2.5,12,2009-12
2m Rüzgâr Hızı,2010,2.15,Aralık,2.19,12,2010-12
2m Rüzgâr Hızı,2011,1.96,Aralık,2.0,12,2011-12
2m Rüzgâr Hızı,2012,2.1,Aralık,2.07,12,2012-12
2m Rüzgâr Hızı,2013,2.27,Aralık,2.06,12,2013-12
2m Rüzgâr Hızı,2014,2.03,Aralık,2.08,12,2014-12
2m Rüzgâr Hızı,2015,1.99,Aralık,1.26,12,2015-12
2m Rüzgâr Hızı,2016,2.23,Aralık,1.86,12,2016-12
2m Rüzgâr Hızı,2017,2.06,Aralık,2.24,12,2017-12
2m Rüzgâr Hızı,2018,2.04,Aralık,2.24,12,2018-12
2m Rüzgâr Hızı,2019,2.02,Aralık,1.95,12,2019-12
2m Rüzgâr Hızı,2020,2.04,Aralık,1.66,12,2020-12
2m Rüzgâr Hızı,2021,2.22,Aralık,2.22,12,2021-12
2m Rüzgâr Hızı,2022,2.1,Aralık,1.58,12,2022-12
2m Rüzgâr Hızı,2023,2.03,Aralık,1.8,12,2023-12
2m Rüzgâr Hızı,2024,2.01,Aralık,2.03,12,2024-12
2m Rüzgâr Hızı,2025,17.78,Aralık,7.03,12,2025-12
