Tarih,2m Bağıl Nem (%),2m Hava Sıcaklığı(°C),2m Rüzgâr Hızı (m/s),Küresel Güneş Radyasyonu (MJ/m2/gün),Toplam Yağış Miktarı (mm),Tmax_at 2 Meters(°C),Tmin_at 2 Meters(°C),J(Day of Year),ET0_FAO56_mm,Water_Balance_mm,SPEI_1,Drought_Class
1981-01-15,82.24,1.32,3.5,7.75,174.17,14.37,0.4,15,1.0972028957781654,173.07279710422182,4.331872871973926,Extremely Wet
1981-02-15,83.43,1.11,2.46,11.2,88.69,16.37,1.25,46,1.256132744558402,87.4338672554416,1.7457431821029175,Severely Wet
1981-03-15,76.62,5.94,2.54,15.57,24.21,22.62,3.47,74,2.3482523845781316,21.86174761542187,-0.23440773440511023,Normal
1981-04-15,66.2,8.7,2.03,18.91,26.42,29.12,2.41,105,3.6644602175718743,22.755539782428126,-0.2074169433740853,Normal
1981-05-15,61.53,12.27,2.15,22.75,26.41,36.76,7.65,135,5.601238484534282,20.80876151546572,-0.2662058736500376,Normal
1981-06-15,52.47,19.13,2.0,20.09,37.54,40.48,14.24,166,6.501504712341349,31.038495287658648,0.04271225826098472,Normal
1981-07-15,41.12,22.38,2.27,23.16,6.83,41.53,20.73,196,8.35665890889113,-1.5266589088911307,-0.9406922783397766,Normal
1981-08-15,37.1,21.57,2.4,22.98,7.08,41.94,21.55,227,8.962994312698976,-1.882994312698976,-0.951452916859745,Normal
1981-09-15,31.95,19.63,1.89,19.22,1.79,38.79,18.39,258,6.923131923706857,-5.133131923706857,-1.0496007730606083,Moderately Dry
1981-10-15,39.89,15.35,1.73,14.06,11.73,33.93,14.74,288,4.753001217022291,6.976998782977709,-0.6838982984491557,Normal
1981-11-15,68.8,3.88,2.56,9.39,46.89,25.29,2.46,319,2.3679683522146457,44.522031647785354,0.4498889215723094,Normal
1981-12-15,80.41,4.36,3.24,7.03,121.38,17.72,4.2,349,1.2956205628302624,120.08437943716973,2.7317253644090504,Extremely Wet
1982-01-15,82.72,0.91,2.25,7.75,125.68,17.54,-1.44,15,1.0205161615508136,124.65948383844919,2.8698846495297397,Extremely Wet
1982-02-15,77.98,-0.99,2.06,11.2,51.01,16.49,-2.29,46,1.3323031810511567,49.67769681894884,0.6055800166586603,Normal
1982-03-15,76.13,2.27,2.47,15.57,43.82,20.17,-0.69,74,2.0678130141673132,41.75218698583269,0.3662449814944133,Normal
1982-04-15,71.41,9.64,2.63,18.91,25.4,26.74,7.55,105,3.5178488674591897,21.88215113254081,-0.2337915877356895,Normal
1982-05-15,60.96,14.05,1.87,22.75,39.47,33.95,9.91,135,5.102763768643128,34.36723623135687,0.14323378275443707,Normal
1982-06-15,54.3,18.1,1.79,20.09,17.32,40.52,14.27,166,6.179335058828308,11.140664941171693,-0.5581636507903143,Normal
1982-07-15,46.17,19.86,2.31,23.16,14.03,40.13,19.5,196,7.876771221496614,6.153228778503386,-0.7087745558937314,Normal
1982-08-15,37.88,20.96,2.25,22.98,9.16,41.94,20.23,227,8.603537457420293,0.5564625425797072,-0.8777860481618822,Normal
1982-09-15,39.98,18.67,1.87,19.22,1.89,40.12,19.38,258,6.893071411591685,-5.0030714115916854,-1.045673197687413,Moderately Dry
1982-10-15,58.13,12.05,1.94,14.06,40.13,30.72,11.54,288,3.6843560997855627,36.44564390021444,0.20599766583400494,Normal
1982-11-15,69.22,3.6,2.38,9.39,21.47,25.84,3.53,319,2.347509457571182,19.122490542428817,-0.3171279885835011,Normal
1982-12-15,74.44,1.29,2.34,7.03,76.83,18.34,1.43,349,1.3788342419705082,75.45116575802949,1.3838888226189916,Moderately Wet
1983-01-15,80.82,-2.63,2.28,7.75,79.52,14.27,-2.87,15,0.953306054460513,78.56669394553948,1.4779717351399304,Moderately Wet
1983-02-15,79.6,-0.72,2.62,11.2,72.92,18.63,-3.5,46,1.450773922294002,71.469226077706,1.2636419623564479,Moderately Wet
1983-03-15,77.76,3.68,2.24,15.57,75.22,24.13,-2.87,74,2.1956785122616456,73.02432148773835,1.310602829541129,Moderately Wet
1983-04-15,68.32,9.58,2.16,18.91,32.32,30.8,7.15,105,3.9067975695984316,28.41320243040157,-0.03656649749585786,Normal
1983-05-15,60.6,14.38,1.9,22.75,37.09,31.67,11.27,135,4.921320358639516,32.168679641360484,0.076841635137798,Normal
1983-06-15,52.67,17.76,1.89,20.09,18.64,37.57,15.66,166,6.006127932534189,12.633872067465813,-0.5130716898181841,Normal
1983-07-15,41.75,21.61,2.53,23.16,0.44,39.87,19.3,196,8.275666767899857,-7.835666767899856,-1.1312120871069151,Moderately Dry
1983-08-15,37.55,20.57,2.23,22.98,4.91,40.74,19.92,227,8.317294077497767,-3.4072940774977667,-0.9974838152487174,Normal
1983-09-15,33.81,18.35,1.86,19.22,3.75,38.49,14.91,258,6.617394326682398,-2.8673943266823976,-0.981179889246804,Normal
1983-10-15,58.2,11.24,2.03,14.06,28.36,31.1,11.64,288,3.8371423986756876,24.52285760132431,-0.15404737078652458,Normal
1983-11-15,74.35,7.56,2.38,9.39,84.13,28.41,7.05,319,2.28337508260173,81.84662491739826,1.5770192930908458,Severely Wet
1983-12-15,79.35,2.97,1.9,7.03,46.28,19.17,2.46,349,1.1177968446348017,45.1622031553652,0.4692208602745455,Normal
1984-01-15,84.14,1.94,2.25,7.33,90.4,16.29,2.95,15,0.9737525575948508,89.42624744240516,1.805909201973968,Severely Wet
1984-02-15,74.28,3.39,2.16,12.8,46.27,18.18,3.85,46,1.7485191722023896,44.52148082779761,0.4498722878763186,Normal
1984-03-15,73.09,5.36,2.78,14.45,32.37,22.54,5.05,75,2.549342789919777,29.82065721008022,0.005935908819879901,Normal
1984-04-15,70.11,8.11,2.52,17.13,67.66,26.93,6.26,106,3.389860548239463,64.27013945176053,1.0462435000428034,Moderately Wet
1984-05-15,55.73,15.28,1.97,22.75,12.03,33.68,8.67,136,5.37501359860843,6.654986401391569,-0.6936224482253903,Normal
1984-06-15,46.14,18.86,2.32,26.93,4.22,39.56,15.34,167,8.026700390532026,-3.8067003905320265,-1.009545111744175,Moderately Dry
1984-07-15,36.79,21.62,2.78,25.72,2.04,41.26,20.17,197,9.735402079583036,-7.695402079583036,-1.1269763653909015,Moderately Dry
1984-08-15,38.73,19.35,2.44,23.95,9.61,39.65,18.52,228,8.418296025520041,1.1917039744799585,-0.858602988189341,Normal
1984-09-15,30.22,19.8,1.68,19.44,0.05,37.78,18.62,259,6.402353476308345,-6.352353476308346,-1.0864189007658582,Moderately Dry
1984-10-15,34.76,14.06,1.67,13.31,0.88,36.46,8.66,289,5.11062153934641,-4.23062153934641,-1.0223467087637657,Moderately Dry
1984-11-15,75.84,5.82,1.91,8.7,94.85,21.36,4.18,320,1.4975757746179903,93.35242422538201,1.92447213082032,Severely Wet
1984-12-15,78.37,-0.15,1.45,7.32,39.68,17.49,1.06,350,0.9558303302295781,38.72416966977042,0.2748047276713012,Normal
1985-01-15,82.98,2.35,2.54,7.68,101.63,16.81,1.4,15,1.0606273583517998,100.5693726416482,2.1424099845806377,Extremely Wet
1985-02-15,79.93,-2.53,3.43,8.5,51.73,17.81,-5.53,46,1.4014271419701276,50.32857285802987,0.6252352114639359,Normal
1985-03-15,70.46,4.2,2.11,15.0,52.24,22.97,-3.19,74,2.3763679650555667,49.86363203494444,0.6111948997886559,Normal
1985-04-15,65.72,10.34,2.25,18.89,27.81,29.28,7.32,105,3.9463556746107855,23.863644325389213,-0.173954333984958,Normal
1985-05-15,58.56,15.89,2.03,21.23,36.2,34.39,9.91,135,5.241177916831849,30.958822083168155,0.040306281913734,Normal
1985-06-15,45.6,19.4,1.97,27.77,8.72,37.97,15.88,166,7.418567298707758,1.3014327012922422,-0.8552893933237573,Normal
1985-07-15,35.69,20.18,2.65,24.95,2.27,41.89,20.04,196,9.896412482008628,-7.626412482008629,-1.1248930132647779,Moderately Dry
1985-08-15,28.77,24.06,2.0,25.27,0.12,43.09,21.17,227,8.901672405324806,-8.781672405324807,-1.1597796237406632,Moderately Dry
1985-09-15,32.69,18.26,1.91,19.97,3.03,38.75,18.43,258,7.129466207297772,-4.0994662072977714,-1.0183860719506388,Moderately Dry
1985-10-15,58.47,9.97,1.97,12.32,79.41,34.01,8.37,288,3.9834389529016545,75.42656104709835,1.3831458080394996,Moderately Wet
1985-11-15,70.11,8.7,2.14,7.74,80.45,25.6,6.64,319,2.0897186554702527,78.36028134452975,1.4717384746732551,Moderately Wet
1985-12-15,79.79,1.63,1.93,7.06,35.37,21.83,-0.86,349,1.1906810369555567,34.17931896304444,0.13755904548623007,Normal
1986-01-15,80.52,1.28,2.63,8.64,73.35,15.67,-1.07,15,1.1034354380457392,72.24656456195426,1.2871160778871242,Moderately Wet
1986-02-15,81.74,2.27,2.45,10.84,63.14,17.64,2.98,46,1.3957112794516044,61.7442887205484,0.9699677037466039,Normal
1986-03-15,68.93,6.25,1.55,16.44,12.92,25.98,1.37,74,2.626288045927753,10.293711954072247,-0.5837399893752366,Normal
1986-04-15,59.25,11.82,1.99,20.11,18.9,30.12,10.02,105,4.429501617219527,14.470498382780471,-0.4576091349775215,Normal
1986-05-15,64.9,11.62,1.76,20.11,50.03,31.73,9.66,135,4.278195462468471,45.75180453753153,0.48702567920796475,Normal
1986-06-15,50.82,18.47,1.97,24.17,10.16,37.93,17.23,166,6.8038372533177895,3.3561627466822106,-0.7932405285792304,Normal
1986-07-15,32.38,23.44,2.12,27.43,0.01,43.05,20.53,196,9.400129394297323,-9.390129394297324,-1.1781538454523297,Moderately Dry
1986-08-15,28.91,24.64,2.04,25.59,0.14,41.14,22.43,227,8.580087630444366,-8.440087630444365,-1.1494644256235678,Moderately Dry
1986-09-15,40.09,20.51,1.96,19.01,11.59,39.59,19.5,258,6.744078718099784,4.845921281900216,-0.7482527083732904,Normal
1986-10-15,53.36,12.95,2.01,13.31,22.48,30.43,13.04,288,3.940427407852111,18.53957259214789,-0.33473098082829184,Normal
1986-11-15,71.25,3.79,1.72,9.49,42.91,21.82,5.14,319,1.6796810542732112,41.230318945726786,0.350485578205561,Normal
1986-12-15,75.89,1.2,2.43,7.34,74.84,20.24,1.26,349,1.4494316397929548,73.39056836020706,1.3216627752035304,Moderately Wet
1987-01-15,77.86,1.99,2.99,6.98,81.22,17.68,0.09,15,1.3586279532248766,79.86137204677512,1.5170685043585963,Severely Wet
1987-02-15,72.01,3.45,2.27,11.6,28.92,19.44,0.81,46,1.8337386393793003,27.0862613606207,-0.07663754583017307,Normal
1987-03-15,75.46,0.64,2.6,15.57,107.1,20.34,-1.87,74,2.0833679382139696,105.01663206178603,2.27670859906923,Extremely Wet
1987-04-15,66.4,7.93,2.69,19.15,30.83,26.42,5.38,105,3.726228596006336,27.10377140399366,-0.07610877645954098,Normal
1987-05-15,54.82,14.93,2.0,21.53,19.52,35.83,9.51,135,5.662009063424972,13.857990936575028,-0.4761056726467335,Normal
1987-06-15,49.68,18.88,2.19,25.74,14.71,40.92,15.17,166,7.760443344943451,6.94955665505655,-0.6847269975220593,Normal
1987-07-15,41.55,22.52,2.35,27.97,24.75,44.25,18.96,196,9.570922755620712,15.179077244379288,-0.4362114267759891,Normal
1987-08-15,33.66,22.14,2.26,25.16,9.36,44.82,17.82,227,9.604430954989075,-0.24443095498907574,-0.9019714794388095,Normal
1987-09-15,29.38,19.35,2.05,19.95,0.02,39.6,18.57,258,7.664967238368175,-7.644967238368175,-1.1254533309426664,Moderately Dry
1987-10-15,54.22,11.7,1.99,11.89,27.39,36.38,7.06,288,4.491794831143105,22.898205168856897,-0.2031087252282975,Normal
1987-11-15,68.54,6.16,2.01,8.51,72.11,22.94,5.31,319,1.9416951191111527,70.16830488088884,1.2243566637520387,Moderately Wet
1987-12-15,81.76,1.27,2.11,6.31,92.87,18.95,-1.83,349,1.0151693616807467,91.85483063831926,1.8792477072351326,Severely Wet
1988-01-15,78.97,0.59,1.9,8.36,27.75,17.42,1.11,15,1.1205049900949302,26.62949500990507,-0.09043100428423789,Normal
1988-02-15,78.66,1.25,2.42,10.56,67.7,16.84,0.1,46,1.4174908591910271,66.28250914080897,1.10701316413172,Moderately Wet
1988-03-15,75.72,3.26,2.72,15.15,79.3,19.03,-1.17,75,2.055146139108109,77.2448538608919,1.438054726669542,Moderately Wet
1988-04-15,67.3,9.86,1.84,18.01,48.36,28.29,6.41,106,3.482339048202812,44.87766095179719,0.46062823724705176,Normal
1988-05-15,57.38,14.96,1.83,23.15,50.22,37.53,10.18,136,5.8109876270803325,44.40901237291967,0.4464759585334911,Normal
1988-06-15,55.51,18.56,1.96,25.34,30.79,38.39,16.04,167,6.672278204401934,24.117721795598065,-0.1662816868559632,Normal
1988-07-15,48.82,21.58,2.7,26.41,7.96,42.12,21.86,197,9.071429440778822,-1.1114294407788217,-0.9281531532305448,Normal
1988-08-15,33.23,22.53,2.42,25.41,0.26,41.19,20.84,228,9.136645132313923,-8.876645132313923,-1.1626476160127324,Moderately Dry
1988-09-15,35.2,18.67,1.9,18.77,2.16,40.95,17.06,259,7.208161538367068,-5.048161538367068,-1.0470348321190877,Moderately Dry
1988-10-15,64.22,11.64,1.91,11.24,71.29,34.06,10.82,289,3.5121018778714337,67.77789812212858,1.152171012896591,Moderately Wet
1988-11-15,78.08,2.55,2.49,7.89,74.07,21.09,-1.14,320,1.4584627496899325,72.61153725031006,1.2981375456590318,Moderately Wet
1988-12-15,84.8,1.74,2.19,6.78,67.71,17.32,-0.85,350,0.8737135855084919,66.8362864144915,1.1237361644258042,Moderately Wet
1989-01-15,84.57,-4.57,1.72,9.49,54.55,15.34,-3.44,15,0.7898838093310132,53.76011619066898,0.7288611688443842,Normal
1989-02-15,74.23,-0.25,2.47,11.95,7.96,20.18,-1.33,46,1.8051882413009197,6.15481175869908,-0.7087267529600682,Normal
1989-03-15,68.4,5.95,2.15,15.33,19.42,25.19,4.37,74,2.8306511132317347,16.589348886768267,-0.39362395666624633,Normal
1989-04-15,52.35,14.38,1.84,20.16,2.82,34.73,9.52,105,5.2171597218760635,-2.3971597218760636,-0.966979715624343,Normal
1989-05-15,48.33,15.69,2.1,23.91,17.73,39.19,12.58,135,7.146331535543216,10.583668464456785,-0.5749838647762844,Normal
1989-06-15,38.85,19.68,2.01,26.38,6.02,37.77,17.13,166,7.686474751960706,-1.6664747519607062,-0.9449144457993077,Normal
1989-07-15,34.37,23.06,2.62,27.48,0.16,43.38,22.07,196,10.469017458173068,-10.309017458173068,-1.2059024839261323,Moderately Dry
1989-08-15,32.09,23.8,2.09,25.54,0.33,40.55,21.87,227,8.4339285018032,-8.1039285018032,-1.1393130715065185,Moderately Dry
1989-09-15,38.23,18.58,1.87,20.52,2.19,37.61,17.07,258,6.457114749917791,-4.267114749917791,-1.0234487329892439,Moderately Dry
1989-10-15,62.84,10.51,1.98,12.45,55.27,30.02,12.05,288,3.3559639439836166,51.914036056016386,0.6731131269837917,Normal
1989-11-15,74.4,6.1,2.24,8.49,75.9,27.34,1.73,319,2.0182752336038114,73.88172476639619,1.3364947466756045,Moderately Wet
1989-12-15,78.63,1.15,1.86,7.75,64.12,19.89,-0.16,349,1.1435852523904197,62.97641474760958,1.007175521568152,Moderately Wet
1990-01-15,75.49,-2.31,1.62,8.1,11.08,16.88,-1.85,15,1.0955027560073136,9.984497243992687,-0.5930776742773443,Normal
1990-02-15,79.43,0.43,2.66,10.36,81.24,17.93,1.45,46,1.4846886033178808,79.75531139668212,1.5138656783002038,Severely Wet
1990-03-15,64.16,5.11,1.79,17.45,19.31,23.62,0.51,74,2.7570185376392455,16.552981462360755,-0.3947221823933833,Normal
1990-04-15,62.27,9.36,2.41,18.84,23.35,33.04,5.55,105,4.67359642133696,18.67640357866304,-0.33059895025123986,Normal
1990-05-15,58.15,13.64,1.79,20.74,34.91,38.32,6.96,135,5.499868175152026,29.41013182484797,-0.0064611621041676115,Normal
1990-06-15,46.65,18.56,2.28,25.13,8.09,40.52,13.59,166,7.864906516397875,0.22509348360212478,-0.8877927514595503,Normal
1990-07-15,36.84,23.6,2.61,26.31,0.58,40.97,20.92,196,9.298006972307832,-8.718006972307832,-1.1578570510644934,Moderately Dry
1990-08-15,33.1,20.92,2.44,25.38,0.05,41.52,21.57,227,9.560088582796052,-9.510088582796051,-1.1817763804314239,Moderately Dry
1990-09-15,40.39,17.85,2.09,19.66,12.21,38.48,17.04,258,6.851045072684138,5.358954927315863,-0.7327600866806215,Normal
1990-10-15,49.14,13.07,1.98,13.5,24.42,34.98,11.36,288,4.744696752731008,19.675303247268992,-0.3004341163988589,Normal
1990-11-15,62.0,8.57,1.65,9.3,18.34,28.19,4.57,319,2.380068729372426,15.959931270627575,-0.41263114869098955,Normal
1990-12-15,72.05,2.91,2.07,7.21,58.91,21.59,0.89,349,1.5538509569774848,57.35614904302251,0.8374543908947348,Normal
1991-01-15,76.23,-0.78,1.54,7.5,47.7,18.33,-1.04,15,1.1094293540749804,46.59057064592502,0.5123547899243672,Normal
1991-02-15,75.87,-0.43,1.92,11.09,35.74,19.32,-3.48,46,1.4939662756447292,34.24603372435527,0.13957370196644603,Normal
1991-03-15,68.31,5.98,2.21,14.39,25.12,28.36,1.23,74,3.0332519238112057,22.086748076188794,-0.22761315660210082,Normal
1991-04-15,64.94,10.07,2.16,17.78,62.95,30.77,7.22,105,4.012660327755714,58.93733967224429,0.8852032831192973,Normal
1991-05-15,56.97,13.8,2.21,20.8,23.29,31.41,11.23,135,5.087754264532891,18.20224573546711,-0.3449175980687624,Normal
1991-06-15,49.08,19.78,2.12,25.21,5.09,40.62,12.58,166,7.419854688620894,-2.3298546886208937,-0.9649472340755159,Normal
1991-07-15,33.82,23.42,2.38,27.57,0.86,40.44,20.58,196,9.145581986707755,-8.285581986707756,-1.1447986546567255,Moderately Dry
1991-08-15,34.68,22.87,2.24,25.25,0.53,40.49,21.01,227,8.537728138626784,-8.007728138626785,-1.1364080070010865,Moderately Dry
1991-09-15,36.21,18.41,1.85,20.69,6.54,38.07,16.98,258,6.637698192539037,-0.09769819253903655,-0.8975404344208614,Normal
1991-10-15,59.66,13.4,1.89,12.94,41.91,37.21,12.63,288,4.328854999923889,37.581145000076106,0.24028759813954342,Normal
1991-11-15,69.0,6.71,1.56,9.05,53.92,24.13,8.71,319,1.8638780700309607,52.05612192996904,0.6774038449760537,Normal
1991-12-15,84.09,-1.12,2.6,6.94,157.3,16.93,0.79,349,0.9649746045480365,156.33502539545196,3.826424608727683,Extremely Wet
1992-01-15,84.71,-4.0,1.47,8.84,9.32,13.46,-2.4,15,0.7082668947436095,8.611733105256391,-0.6345324904765298,Normal
1992-02-15,82.72,-4.73,2.33,12.65,34.88,15.5,-3.16,46,1.1481431588956281,33.731856841104374,0.12404655670705879,Normal
1992-03-15,73.64,1.83,2.39,16.14,21.65,21.93,-0.31,75,2.3087352136223314,19.341264786377668,-0.31052143046029423,Normal
1992-04-15,61.36,9.07,2.19,21.42,14.85,29.88,6.28,106,4.39356538478867,10.456434615211329,-0.5788260804096566,Normal
1992-05-15,58.61,13.43,1.84,20.6,69.83,33.11,9.4,136,4.861584381859194,64.96841561814081,1.0673300868181645,Moderately Wet
1992-06-15,56.66,18.18,1.68,24.8,26.63,36.73,15.17,167,6.002837502274369,20.627162497725628,-0.2716898119974497,Normal
1992-07-15,51.27,19.67,2.28,26.75,28.55,41.96,17.82,197,8.1855781124091,20.3644218875909,-0.2796240691606821,Normal
1992-08-15,41.75,21.68,2.44,25.65,0.4,40.85,20.7,228,8.622812422196926,-8.222812422196926,-1.142903135473004,Moderately Dry
1992-09-15,39.12,16.76,2.16,21.68,3.66,40.96,12.45,259,7.625395077975631,-3.9653950779756313,-1.014337383711461,Moderately Dry
1992-10-15,42.45,15.05,1.89,13.5,3.44,35.92,11.74,289,5.0276003156610205,-1.5876003156610206,-0.9425325907031892,Normal
1992-11-15,65.95,5.26,2.54,8.71,63.31,31.34,-0.52,320,3.118018073004717,60.19198192699528,0.9230910473744978,Normal
1992-12-15,86.07,-2.12,1.8,7.49,80.75,16.69,-2.33,350,0.7423866531751894,80.00761334682481,1.5214847081646419,Severely Wet
1993-01-15,80.6,-2.27,1.83,8.1,47.27,17.45,-1.61,15,1.0123293680648904,46.25767063193511,0.5023018547527347,Normal
1993-02-15,79.18,-2.21,3.37,11.72,20.73,17.31,-4.26,46,1.495682856089648,19.234317143910353,-0.3137510419691584,Normal
1993-03-15,68.18,3.57,2.22,16.72,44.89,24.24,1.78,74,2.7857392212168346,42.104260778783164,0.37687692762665115,Normal
1993-04-15,59.78,9.16,2.37,18.91,24.63,30.61,6.16,105,4.492142691585756,20.137857308414244,-0.2864658803079781,Normal
1993-05-15,66.13,13.52,1.75,21.63,67.35,34.36,9.47,135,4.664487461386755,62.68551253861324,0.9983908387041446,Normal
1993-06-15,50.16,18.61,2.0,25.17,16.78,40.59,15.77,166,7.396446934989951,9.38355306501005,-0.6112250236891876,Normal
1993-07-15,37.74,21.85,2.47,27.67,0.14,42.57,21.63,196,9.857503822496996,-9.717503822496996,-1.1880399186431867,Moderately Dry
1993-08-15,35.63,22.49,2.28,24.76,1.04,43.05,22.52,227,9.308420897743503,-8.268420897743503,-1.1442804230328676,Moderately Dry
1993-09-15,33.71,19.04,2.11,19.42,0.13,40.14,14.6,258,7.369823726455984,-7.239823726455984,-1.113218782161349,Moderately Dry
1993-10-15,32.63,15.18,1.59,14.48,5.17,35.88,14.88,288,5.219846798672237,-0.04984679867223729,-0.8960954150751136,Normal
1993-11-15,64.02,4.07,2.04,9.77,37.26,27.07,1.52,319,2.5154495486161146,34.74455045138389,0.15462794086156678,Normal
1993-12-15,78.34,3.78,1.88,7.81,35.42,19.96,4.63,349,1.2186929062210807,34.20130709377892,0.13822304441542765,Normal
1994-01-15,77.2,3.09,2.03,8.35,102.02,19.32,3.86,15,1.3356417304112593,100.68435826958874,2.145882327670989,Extremely Wet
1994-02-15,77.98,1.19,2.11,10.91,52.29,20.33,-0.64,46,1.5508980529633767,50.73910194703662,0.6376323942347943,Normal
1994-03-15,68.07,5.0,2.03,15.47,24.09,22.12,1.95,74,2.5057561120627856,21.584243887937212,-0.24278780909736966,Normal
1994-04-15,56.49,12.27,2.15,19.83,38.73,32.28,7.9,105,4.865530712800986,33.864469287199015,0.12805119554009126,Normal
1994-05-15,54.31,15.75,1.86,24.79,32.49,37.73,10.26,135,6.219560120961168,26.270439879038832,-0.1012737732897981,Normal
1994-06-15,42.46,18.5,2.76,25.62,7.34,39.47,15.68,166,8.73961445911355,-1.3996144591135504,-0.9368557822032266,Normal
1994-07-15,35.09,22.49,2.46,27.83,7.94,41.68,20.2,196,9.606617045328436,-1.6666170453284357,-0.9449187427832099,Normal
1994-08-15,36.86,21.72,2.46,25.02,5.67,44.49,20.16,227,9.885189312093324,-4.215189312093324,-1.0218806854125806,Moderately Dry
1994-09-15,34.27,22.01,1.83,20.62,0.44,41.45,21.65,258,7.355600237702355,-6.915600237702354,-1.103427861234384,Moderately Dry
1994-10-15,54.11,15.61,1.71,13.55,64.72,37.18,14.9,288,4.464541886485719,60.25545811351428,0.9250079051732399,Normal
1994-11-15,76.92,4.43,2.36,8.25,140.35,28.14,1.83,319,2.0011913294351737,138.3488086705648,3.2832757258210425,Extremely Wet
1994-12-15,88.19,-0.72,2.26,7.26,64.72,15.83,-0.79,349,0.7179569299875413,64.00204307001246,1.0381475089577918,Moderately Wet
1995-01-15,84.64,1.34,2.33,7.44,60.04,17.48,-0.87,15,0.960306602108528,59.07969339789147,0.8895020897135644,Normal
1995-02-15,76.56,2.64,1.65,12.13,29.56,19.72,1.09,46,1.5408211108400065,28.019178889159992,-0.04846524471645346,Normal
1995-03-15,73.8,4.72,2.69,15.32,45.01,22.42,2.48,74,2.453880823749611,42.556119176250384,0.39052217540556367,Normal
1995-04-15,69.25,8.03,2.22,17.43,36.72,27.2,4.66,105,3.331283106063243,33.38871689393675,0.11368439540123773,Normal
1995-05-15,56.64,15.81,1.7,22.82,21.73,38.52,8.74,135,5.7790336130576865,15.950966386942314,-0.41290187080189905,Normal
1995-06-15,50.91,20.54,1.86,25.46,33.99,41.64,17.38,166,7.40497388277832,26.58502611722168,-0.09177387865045514,Normal
1995-07-15,54.33,19.88,2.28,26.14,28.03,40.26,20.11,196,7.675705500157172,20.35429449984283,-0.2799298966410391,Normal
1995-08-15,37.29,23.12,1.99,24.89,4.19,42.05,22.1,227,8.337563258366416,-4.147563258366415,-1.019838509667732,Moderately Dry
1995-09-15,38.8,19.19,1.93,20.79,2.2,38.96,15.22,258,6.655197705970751,-4.455197705970751,-1.0291284737060669,Moderately Dry
1995-10-15,54.36,10.55,2.0,14.05,24.27,31.99,11.26,288,4.160307287645409,20.10969271235459,-0.28731639651832436,Normal
1995-11-15,71.33,3.82,2.5,9.11,124.02,25.77,0.05,319,2.185604036393038,121.83439596360695,2.7845724714989655,Extremely Wet
1995-12-15,83.59,0.8,1.66,7.03,19.68,17.87,0.27,349,0.8565528559024235,18.823447144097575,-0.32615851958558095,Normal
1996-01-15,82.69,-0.29,1.67,7.57,93.75,16.48,-0.46,15,0.8936442204378352,92.85635577956216,1.9094918252722688,Severely Wet
1996-02-15,78.07,2.75,2.27,11.23,54.04,18.92,-0.67,46,1.5327325685774165,52.507267431422584,0.6910275646771398,Normal
1996-03-15,79.43,3.82,2.13,12.88,93.35,20.76,3.74,75,1.8704302607660157,91.47956973923398,1.8679155554405484,Severely Wet
1996-04-15,73.35,6.89,2.01,18.55,40.89,26.54,4.89,106,3.0697438594797055,37.82025614052029,0.24750829111846714,Normal
1996-05-15,58.09,16.41,1.81,24.81,23.72,34.92,13.7,136,5.699058782212182,18.020941217787815,-0.3503926430851597,Normal
1996-06-15,48.93,18.45,2.08,26.71,8.2,42.66,15.87,167,8.225571188328251,-0.025571188328251893,-0.8953623386954672,Normal
1996-07-15,34.26,24.57,2.23,26.45,1.41,41.96,22.23,197,9.115545745020594,-7.7055457450205935,-1.1272826844259305,Moderately Dry
1996-08-15,37.16,23.02,2.13,25.38,8.98,42.66,23.03,228,8.876434809679358,0.10356519032064249,-0.8914626703617312,Normal
1996-09-15,46.58,18.25,2.25,19.76,15.87,37.03,17.97,259,6.423455638595439,9.446544361404559,-0.6093228086323558,Normal
1996-10-15,60.05,11.25,1.85,12.39,73.65,34.42,7.66,289,3.746710051728844,69.90328994827117,1.2163537264580775,Moderately Wet
1996-11-15,66.89,7.84,1.69,10.32,5.72,25.23,9.69,320,2.133656998479772,3.586343001520228,-0.7862895310351251,Normal
1996-12-15,83.85,4.51,2.27,5.88,86.77,19.44,5.83,350,1.0619707069251738,85.70802929307482,1.6936262207832895,Severely Wet
1997-01-15,75.43,1.48,1.98,9.14,31.6,18.6,-1.38,15,1.2889295578982898,30.311070442101713,0.02074543787256509,Normal
1997-02-15,76.48,-1.19,2.17,11.74,53.6,20.61,-3.44,46,1.6174766554220037,51.982523344578,0.6751813103513408,Normal
1997-03-15,71.24,1.19,2.2,16.11,33.24,19.89,-1.29,74,2.1922094572925888,31.047790542707414,0.042992956946722435,Normal
1997-04-15,70.35,6.14,2.82,18.95,61.2,30.06,-0.22,105,3.762508129986769,57.43749187001323,0.8399107866053095,Normal
1997-05-15,60.69,16.15,1.63,25.86,29.85,35.68,10.12,135,5.52998253887116,24.32001746112884,-0.1601727498610107,Normal
1997-06-15,60.36,18.46,1.79,26.3,68.73,40.06,14.27,166,6.5385103901798205,62.19148960982018,0.9834723038055332,Normal
1997-07-15,46.06,21.46,2.26,28.26,0.33,41.43,21.7,196,8.768956713064723,-8.438956713064723,-1.1494302741107283,Moderately Dry
1997-08-15,42.92,21.19,1.93,25.21,15.34,38.44,20.91,227,7.329173460102953,8.010826539897046,-0.6526787040298552,Normal
